Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector,Industry,Sub-Industry
MRVL,Marvell Technology Group Ltd,Common Stock,53.82,$36.15B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
TT,Trane Technologies plc,Common Stock,150.93,$36.04B,Industrials,Building Products,Building Products
CMI,Cummins Inc.,Common Stock,243.97,$36.01B,Industrials,Machinery,Construction Machinery & Heavy Trucks
CTAS,Cintas Corp,Common Stock,342.44,$35.95B,Industrials,Commercial Services & Supplies,Diversified Support Services
VIAC,ViacomCBS Inc,Common Stock,58.31,$35.92B,Communication Services,Media,Broadcasting
MSCI,MSCI Inc,Common Stock,434.77,$35.91B,Financials,Capital Markets,Financial Exchanges & Data
VIACA,ViacomCBS Inc,Common Stock,58.23,$35.89B,Communication Services,Media,Broadcasting
SRE,Sempra Energy,Common Stock,124.5,$35.86B,Utilities,Multi-Utilities,Multi-Utilities
HPQ,HP Inc,Common Stock,27.49,$35.84B,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
XLNX,Xilinx Inc.,Common Stock,145.75,$35.74B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
AIG,American International Group Inc,Common Stock,41.4,$35.66B,Financials,Insurance,Multi-line Insurance
PH,Parker-Hannifin Corp,Common Stock,276.24,$35.66B,Industrials,Machinery,Industrial Machinery
EOG,EOG Resources Inc.,Common Stock,61.02,$35.60B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
GIS,General Mills Inc.,Common Stock,57.12,$34.92B,Consumer Staples,Food Products,Packaged Foods & Meats
ALXN,Alexion Pharmaceuticals Inc,Common Stock,158.39,$34.77B,Health Care,Biotechnology,Biotechnology
ANSS,ANSYS Inc,Common Stock,403.59,$34.65B,Information Technology,Software,Application Software
U,Unity Software Inc,Common Stock,126.07,$34.48B,Information Technology,Software,Application Software
CNC,Centene Corp,Common Stock,59.2,$34.42B,Health Care,Health Care Providers & Services,Managed Health Care
DDOG,Datadog Inc,Common Stock,112.87,$34.35B,Information Technology,Software,Application Software
BF-A,Brown-Forman Corp,Common Stock,71.09,$34.02B,Consumer Staples,Beverages,Distillers & Vintners
PCAR,PACCAR Inc,Common Stock,98.02,$33.97B,Industrials,Machinery,Construction Machinery & Heavy Trucks
PSX,Phillips 66,Common Stock,77.23,$33.73B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
KMI,Kinder Morgan Inc.,Common Stock,14.84,$33.60B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
ZBH,Zimmer Biomet Holdings Inc,Common Stock,161.38,$33.45B,Health Care,Health Care Equipment & Supplies,Health Care Equipment
CTVA,Corteva Inc,Common Stock,44.37,$32.99B,Materials,Chemicals,Fertilizers & Agricultural Chemicals
MPC,Marathon Petroleum Corp,Common Stock,50.46,$32.85B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
PPG,PPG Industries Inc.,Common Stock,138.55,$32.73B,Materials,Chemicals,Specialty Chemicals
AFL,AFLAC Inc,Common Stock,46.92,$32.49B,Financials,Insurance,Life & Health Insurance
CARR,Carrier Global Corp,Common Stock,37.28,$32.35B,Industrials,Building Products,Building Products
XEL,Xcel Energy Inc.,Common Stock,61.55,$32.34B,Utilities,Electric Utilities,Electric Utilities
PAYX,Paychex Inc.,Common Stock,89.39,$32.24B,Information Technology,IT Services,Data Processing & Outsourced Services
LYB,LyondellBasell Industries NV,Common Stock,96.14,$32.11B,Materials,Chemicals,Commodity Chemicals
PRU,Prudential Financial Inc,Common Stock,80.86,$32.05B,Financials,Insurance,Life & Health Insurance
NTR,Nutrien Ltd,Common Stock,56.01,$31.88B,Materials,Chemicals,Fertilizers & Agricultural Chemicals
ALL,Allstate Corp (The),Common Stock,104.43,$31.77B,Financials,Insurance,Property & Casualty Insurance
CNQ,Canadian Natural Resources Ltd,Common Stock,26.89,$31.76B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
YUM,YUM! Brands Inc.,Common Stock,105.47,$31.64B,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
TDG,TransDigm Group Inc,Common Stock,576.49,$31.51B,Industrials,Aerospace & Defense,Aerospace & Defense
HSY,Hershey Co (The),Common Stock,151.38,$31.51B,Consumer Staples,Food Products,Packaged Foods & Meats
SWKS,Skyworks Solutions Inc,Common Stock,189.52,$31.25B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
HLT,Hilton Worldwide Holdings Inc,Common Stock,112.14,$31.11B,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
BBY,Best Buy Co Inc,Common Stock,120.51,$31.09B,Consumer Discretionary,Specialty Retail,Computer & Electronics Retail
VFC,V.F. Corp,Common Stock,79.51,$31.09B,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
ADM,Archer-Daniels-Midland Co,Common Stock,55.72,$30.98B,Consumer Staples,Food Products,Agricultural Products
VRSK,Verisk Analytics Inc,Common Stock,189.5,$30.84B,Industrials,Professional Services,Research & Consulting Services
ORLY,O'Reilly Automotive Inc,Common Stock,433.02,$30.80B,Consumer Discretionary,Specialty Retail,Automotive Retail
MSI,Motorola Solutions Inc,Common Stock,181.07,$30.67B,Information Technology,Communications Equipment,Communications Equipment
AFRM,Affirm Holdings Inc,Common Stock,125.89,$30.56B,Information Technology,IT Services,Data Processing & Outsourced Services
ZS,Zscaler Inc,Common Stock,226.48,$30.39B,Information Technology,Software,Systems Software
LUV,Southwest Airlines Co.,Common Stock,51.34,$30.31B,Industrials,Airlines,Airlines
DHI,D.R. Horton Inc.,Common Stock,82.18,$29.88B,Consumer Discretionary,Household Durables,Homebuilding
SBAC,SBA Communications Corp,Common Stock,263.94,$29.41B,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
ETSY,Etsy Inc,Common Stock,233.72,$29.39B,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
PEG,Public Service Enterprise Group Inc,Common Stock,58.27,$29.37B,Utilities,Multi-Utilities,Multi-Utilities
WLTW,Willis Towers Watson plc,Common Stock,227.36,$29.33B,Financials,Insurance,Insurance Brokers
BLL,Ball Corp,Common Stock,89.68,$29.32B,Materials,Containers & Packaging,Metal & Glass Containers
AWK,American Water Works Co Inc,Common Stock,161.69,$29.31B,Utilities,Water Utilities,Water Utilities
ES,Eversource Energy,Common Stock,85.17,$29.20B,Utilities,Electric Utilities,Electric Utilities
RMD,Resmed Inc,Common Stock,200.55,$29.18B,Health Care,Health Care Equipment & Supplies,Health Care Equipment
RSG,Republic Services Inc.,Common Stock,91.26,$29.07B,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
SGEN,Seagen Inc,Common Stock,165.98,$29.05B,Health Care,Biotechnology,Biotechnology
MCK,McKesson Corp,Common Stock,182.24,$28.98B,Health Care,Health Care Providers & Services,Health Care Distributors
LEN,Lennar Corp,Common Stock,92.58,$28.95B,Consumer Discretionary,Household Durables,Homebuilding
ROK,Rockwell Automation Inc.,Common Stock,249.18,$28.94B,Industrials,Electrical Equipment,Electrical Components & Equipment
DFS,Discover Financial Services,Common Stock,93.72,$28.77B,Financials,Consumer Finance,Consumer Finance
MTD,Mettler-Toledo International Inc,Common Stock,1220.66,$28.65B,Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services
SLF,Sun Life Financial Inc,Common Stock,48.81,$28.55B,Financials,Insurance,Life & Health Insurance
STNE,StoneCo Ltd,Common Stock,92.14,$28.49B,Information Technology,IT Services,Data Processing & Outsourced Services
KEYS,Keysight Technologies Inc,Common Stock,153.48,$28.44B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
GLW,Corning Inc,Common Stock,36.88,$28.21B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components
CPRT,Copart Inc,Common Stock,119.42,$28.20B,Industrials,Commercial Services & Supplies,Diversified Support Services
SWK,Stanley Black & Decker Inc,Common Stock,175.57,$28.13B,Industrials,Machinery,Industrial Machinery
SPLK,Splunk Inc,Common Stock,173.19,$28.03B,Information Technology,Software,Application Software
AME,AMETEK Inc,Common Stock,121.75,$28.01B,Industrials,Electrical Equipment,Electrical Components & Equipment
W,Wayfair Inc,Common Stock,292.97,$28.01B,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
OTIS,Otis Worldwide Corp,Common Stock,63.93,$27.71B,Industrials,Machinery,Industrial Machinery
WMB,Williams Cos Inc. (The),Common Stock,22.84,$27.70B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
KKR,KKR & Co Inc,Common Stock,48.21,$27.62B,Financials,Capital Markets,Asset Management & Custody Banks
DAL,Delta Air Lines Inc,Common Stock,43.29,$27.61B,Industrials,Airlines,Airlines
SU,Suncor Energy Inc.,Common Stock,18.03,$27.50B,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
FAST,Fastenal Co,Common Stock,47.41,$27.21B,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
FRC,First Republic Bank,Common Stock,155.39,$27.06B,Financials,Banks,Regional Banks
LBRDK,Liberty Broadband Corp,Common Stock,149.6,$26.91B,Communication Services,Media,Cable & Satellite
TU,TELUS Corp,Common Stock,20.96,$26.91B,Communication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
FTNT,Fortinet Inc,Common Stock,164.7,$26.74B,Information Technology,Software,Systems Software
XP,XP Inc,Common Stock,48.4,$26.72B,Financials,Capital Markets,Investment Banking & Brokerage
NET,Cloudflare Inc,Common Stock,85.95,$26.53B,Information Technology,Software,Systems Software
VLO,Valero Energy Corp,Common Stock,64.74,$26.40B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
LBRDA,Liberty Broadband Corp,Common Stock,146.76,$26.39B,Communication Services,Media,Cable & Satellite
YUMC,Yum China Holdings Inc,Common Stock,62.59,$26.29B,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
SIVB,SVB Financial Group,Common Stock,506.41,$26.28B,Financials,Banks,Regional Banks
LBRDB,Liberty Broadband Corp,Common Stock,146,$26.27B,Communication Services,Media,Cable & Satellite
AZO,AutoZone Inc,Common Stock,1146.65,$26.21B,Consumer Discretionary,Specialty Retail,Automotive Retail
WEC,WEC Energy Group Inc,Common Stock,83.05,$26.20B,Utilities,Multi-Utilities,Multi-Utilities
WCN,Waste Connections Inc.,Common Stock,99.36,$26.11B,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
ENPH,Enphase Energy Inc,Common Stock,206.46,$26.08B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
HRL,Hormel Foods Corp,Common Stock,48.24,$26.04B,Consumer Staples,Food Products,Packaged Foods & Meats
YNDX,Yandex NV,Common Stock,73.83,$26.01B,Communication Services,Interactive Media & Services,Interactive Media & Services
KR,Kroger Co. (The),Common Stock,33.95,$26.01B,Consumer Staples,Food & Staples Retailing,Food Retail
STT,State Street Corporation,Common Stock,73.5,$25.96B,Financials,Capital Markets,Asset Management & Custody Banks
MXIM,Maxim Integrated Products Inc.,Common Stock,96.26,$25.79B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
COUP,Coupa Software Inc,Common Stock,366.51,$25.55B,Information Technology,Software,Application Software
ZBRA,Zebra Technologies Corp.,Common Stock,478.09,$25.54B,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
DLTR,Dollar Tree Inc,Common Stock,108.38,$25.49B,Consumer Discretionary,Multiline Retail,General Merchandise Stores
AMP,Ameriprise Financial Inc,Common Stock,218.08,$25.47B,Financials,Capital Markets,Asset Management & Custody Banks
MDB,MongoDB Inc,Common Stock,422.86,$25.44B,Information Technology,IT Services,Internet Services & Infrastructure
SIRI,Sirius XM Holdings Inc,Common Stock,6.09,$25.41B,Communication Services,Media,Cable & Satellite
WORK,Slack Technologies Inc,Common Stock,43.69,$25.13B,Information Technology,Software,Application Software
EQR,Equity Residential,Common Stock,67.48,$25.12B,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
AVB,AvalonBay Communities Inc.,Common Stock,179.51,$25.10B,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
GRMN,Garmin Ltd,Common Stock,130.69,$24.99B,Consumer Discretionary,Household Durables,Consumer Electronics
ODFL,Old Dominion Freight Line Inc,Common Stock,212.18,$24.90B,Industrials,Road & Rail,Trucking
TDOC,Teladoc Health Inc,Common Stock,293.66,$24.77B,Health Care,Health Care Technology,Health Care Technology
PLUG,Plug Power Inc,Common Stock,63.17,$24.66B,Industrials,Electrical Equipment,Electrical Components & Equipment
ANET,Arista Networks Inc,Common Stock,323.31,$24.45B,Information Technology,Communications Equipment,Communications Equipment
FTV,Fortive Corp,Common Stock,71.52,$24.17B,Industrials,Machinery,Industrial Machinery
DISCB,Discovery Inc,Common Stock,48.98,$24.10B,Communication Services,Media,Broadcasting
DISCA,Discovery Inc,Common Stock,47.8,$23.95B,Communication Services,Media,Broadcasting
TSN,Tyson Foods Inc.,Common Stock,65.56,$23.93B,Consumer Staples,Food Products,Packaged Foods & Meats
MKC,McCormick & Co Inc,Common Stock,89.65,$23.93B,Consumer Staples,Food Products,Packaged Foods & Meats
CBRE,CBRE Group Inc,Common Stock,71.33,$23.93B,Real Estate,Real Estate Management & Development,Real Estate Services
PAYC,Paycom Software Inc,Common Stock,412.98,$23.85B,Information Technology,Software,Application Software
MKC-V,McCormick & Co Inc,Common Stock,89.04,$23.76B,Consumer Staples,Food Products,Packaged Foods & Meats
ED,Consolidated Edison Inc.,Common Stock,71.06,$23.73B,Utilities,Multi-Utilities,Multi-Utilities
OXY,Occidental Petroleum Corp,Common Stock,25.39,$23.65B,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
TER,Teradyne Inc.,Common Stock,142.41,$23.65B,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
FTCH,Farfetch Ltd,Common Stock,69.51,$23.61B,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
PCG,PG&E Corp,Common Stock,11.8,$23.42B,Utilities,Electric Utilities,Electric Utilities
DTE,DTE Energy Co,Common Stock,120.94,$23.41B,Utilities,Multi-Utilities,Multi-Utilities
CLX,Clorox Co (The),Common Stock,185.97,$23.38B,Consumer Staples,Household Products,Household Products
LEN-B,Lennar Corp,Common Stock,74.76,$23.38B,Consumer Discretionary,Household Durables,Homebuilding
CCEP,Coca-Cola European Partners Plc,Common Stock,51.42,$23.35B,Consumer Staples,Beverages,Soft Drinks
EXAS,EXACT Sciences Corp,Common Stock,155,$23.31B,Health Care,Biotechnology,Biotechnology
IAC,IAC/InterActiveCorp,Common Stock,262.41,$23.30B,Communication Services,Interactive Media & Services,Interactive Media & Services
MGA,Magna International Inc,Common Stock,77.9,$23.29B,Consumer Discretionary,Auto Components,Auto Parts & Equipment
NDAQ,Nasdaq Inc,Common Stock,141.99,$23.29B,Financials,Capital Markets,Financial Exchanges & Data
LH,Laboratory Corp of America Holdings,Common Stock,238.26,$23.23B,Health Care,Health Care Providers & Services,Health Care Services
FITB,Fifth Third Bancorp,Common Stock,32.5,$23.17B,Financials,Banks,Regional Banks
FNV,Franco-Nevada Corp,Common Stock,121.16,$23.12B,Materials,Metals & Mining,Gold
TTWO,Take-Two Interactive Software Inc,Common Stock,199.86,$23.00B,Communication Services,Entertainment,Interactive Home Entertainment
VRSN,Verisign Inc,Common Stock,202.46,$22.97B,Information Technology,IT Services,Internet Services & Infrastructure
CERN,Cerner Corp,Common Stock,74.95,$22.96B,Health Care,Health Care Technology,Health Care Technology
HUBS,HubSpot Inc,Common Stock,502.4,$22.96B,Information Technology,Software,Application Software
RCI,Rogers Communications Inc,Common Stock,45.27,$22.86B,Communication Services,Wireless Telecommunication Services,Wireless Telecommunication Services
AJG,Arthur J. Gallagher & Co.,Common Stock,116.68,$22.60B,Financials,Insurance,Insurance Brokers
DB,Deutsche Bank AG,Common Stock,10.89,$22.48B,Financials,Capital Markets,Diversified Capital Markets
EPAM,EPAM Systems Inc,Common Stock,400.27,$22.41B,Information Technology,IT Services,IT Consulting & Other Services
CCL,Carnival Corporation & Plc,Common Stock,20.6,$22.39B,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
UI,Ubiquiti Inc,Common Stock,353.95,$22.23B,Information Technology,Communications Equipment,Communications Equipment
CDW,CDW Corp,Common Stock,155.4,$22.19B,Information Technology,"Electronic Equipment, Instruments & Components",Technology Distributors
FLT,FleetCor Technologies Inc,Common Stock,264.3,$22.11B,Information Technology,IT Services,Data Processing & Outsourced Services
EIX,Edison International,Common Stock,57.91,$21.92B,Utilities,Electric Utilities,Electric Utilities
DKNG,DraftKings Inc,Common Stock,61.07,$21.82B,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
VMC,Vulcan Materials Co,Common Stock,164.5,$21.79B,Materials,Construction Materials,Construction Materials
PXD,Pioneer Natural Resources Co,Common Stock,132.29,$21.75B,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
GDRX,GoodRx Holdings Inc,Common Stock,55.8397,$21.75B,Health Care,Health Care Technology,Health Care Technology
WST,West Pharmaceutical Services Inc.,Common Stock,294.01,$21.73B,Health Care,Health Care Equipment & Supplies,Health Care Supplies
SYF,Synchrony Financial,Common Stock,37.15,$21.70B,Financials,Consumer Finance,Consumer Finance
EFX,Equifax Inc.,Common Stock,177.19,$21.58B,Industrials,Professional Services,Research & Consulting Services
PPL,PPL Corp,Common Stock,28.01,$21.53B,Utilities,Electric Utilities,Electric Utilities
ABC,AmerisourceBergen Corp,Common Stock,105.18,$21.53B,Health Care,Health Care Providers & Services,Health Care Distributors
HOLX,Hologic Inc,Common Stock,82.98,$21.36B,Health Care,Health Care Equipment & Supplies,Health Care Equipment
CTLT,Catalent Inc,Common Stock,125.27,$21.31B,Health Care,Pharmaceuticals,Pharmaceuticals
